Tanggal,Aceh,Sumatera Utara,Sumatera Barat,Riau,Kepulauan Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,DKI Jakarta,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
31/03/2020,"13.800,00","12.900,00","13.000,00","13.100,00","12.700,00","12.450,00","13.400,00","13.000,00","13.300,00","13.100,00","12.600,00","13.150,00","13.700,00","12.600,00","12.400,00","12.550,00","13.900,00","14.250,00","15.450,00","12.950,00","13.100,00","13.950,00","14.250,00","14.800,00","15.100,00","13.100,00","14.450,00","14.250,00","14.200,00","13.550,00","15.350,00","16.250,00","14.800,00","16.300,00"
07/04/2020,"13.800,00","12.900,00","13.050,00","13.150,00","12.850,00","12.450,00","13.400,00","13.000,00","13.300,00","13.100,00","12.800,00","13.200,00","13.700,00","12.600,00","12.550,00","12.700,00","13.900,00","14.250,00","15.400,00","13.000,00","13.050,00","13.950,00","14.350,00","15.300,00","15.150,00","13.050,00","14.450,00","14.250,00","14.100,00","13.550,00","15.800,00","16.250,00","14.750,00","16.300,00"
14/04/2020,"13.800,00","12.900,00","13.050,00","13.200,00","12.850,00","12.500,00","13.400,00","13.000,00","13.450,00","13.100,00","12.800,00","13.200,00","13.700,00","12.650,00","12.600,00","12.750,00","13.800,00","14.250,00","15.400,00","12.900,00","13.050,00","13.950,00","14.200,00","15.300,00","15.150,00","13.000,00","14.450,00","14.250,00","14.100,00","13.550,00","15.800,00","16.250,00","14.800,00","16.200,00"
21/04/2020,"13.800,00","12.850,00","13.000,00","13.200,00","13.100,00","12.500,00","13.400,00","13.000,00","13.500,00","12.900,00","12.750,00","13.200,00","13.750,00","13.250,00","12.600,00","12.750,00","13.800,00","14.250,00","15.400,00","12.850,00","13.000,00","14.000,00","14.200,00","14.800,00","15.100,00","12.950,00","14.450,00","14.250,00","14.250,00","13.550,00","15.850,00","16.250,00","14.700,00","16.300,00"
28/04/2020,"13.800,00","12.900,00","13.000,00","13.200,00","13.100,00","12.500,00","13.400,00","13.000,00","13.500,00","12.800,00","12.750,00","13.200,00","13.750,00","12.650,00","12.600,00","12.650,00","13.800,00","14.350,00","15.400,00","12.800,00","13.000,00","14.000,00","14.200,00","14.800,00","15.100,00","12.950,00","14.500,00","14.250,00","14.250,00","13.400,00","15.850,00","16.250,00","14.700,00","16.300,00"
05/05/2020,"13.800,00","12.800,00","13.000,00","13.050,00","13.000,00","12.250,00","13.400,00","13.000,00","13.500,00","12.800,00","12.450,00","13.200,00","13.750,00","12.550,00","12.500,00","12.550,00","13.750,00","14.300,00","15.400,00","12.700,00","13.050,00","13.900,00","14.200,00","14.800,00","15.100,00","12.950,00","14.500,00","14.350,00","14.250,00","13.400,00","15.850,00","16.250,00","14.700,00","16.300,00"
12/05/2020,"13.650,00","12.800,00","12.850,00","13.050,00","12.900,00","12.250,00","13.400,00","12.950,00","13.150,00","12.700,00","12.700,00","13.150,00","13.700,00","12.550,00","12.650,00","12.500,00","13.650,00","14.200,00","15.400,00","12.550,00","13.000,00","14.050,00","14.200,00","14.800,00","15.100,00","12.900,00","14.450,00","14.350,00","14.150,00","13.350,00","15.850,00","16.250,00","15.050,00","16.300,00"
19/05/2020,"13.550,00","12.800,00","12.650,00","12.950,00","12.850,00","12.200,00","13.400,00","12.950,00","13.200,00","12.600,00","12.750,00","13.100,00","13.700,00","12.550,00","12.400,00","12.450,00","13.550,00","14.200,00","15.300,00","12.550,00","12.950,00","13.950,00","14.150,00","14.800,00","15.050,00","12.950,00","14.400,00","14.350,00","14.150,00","13.350,00","15.900,00","16.250,00","15.050,00","16.300,00"
26/05/2020,"13.550,00","12.800,00","12.650,00","12.950,00","12.850,00","12.200,00","13.400,00","12.950,00","13.200,00","12.550,00","12.750,00","13.100,00","13.700,00","12.500,00","12.400,00","12.500,00","13.550,00","14.250,00","15.150,00","12.550,00","12.950,00","13.950,00","14.150,00","14.800,00","15.050,00","12.950,00","14.400,00","14.350,00","14.150,00","13.350,00","15.900,00","16.250,00","14.900,00","16.300,00"
02/06/2020,"13.500,00","12.700,00","12.600,00","12.850,00","12.650,00","12.050,00","13.400,00","12.850,00","13.200,00","12.550,00","12.700,00","13.050,00","13.700,00","12.450,00","12.500,00","12.500,00","13.550,00","14.150,00","15.150,00","12.550,00","13.000,00","13.950,00","14.050,00","14.800,00","15.050,00","12.900,00","14.400,00","14.350,00","14.150,00","13.450,00","15.900,00","16.250,00","14.900,00","16.300,00"
09/06/2020,"13.500,00","12.750,00","12.550,00","12.850,00","12.650,00","12.050,00","13.400,00","12.700,00","13.200,00","12.550,00","12.700,00","12.950,00","13.700,00","12.450,00","12.450,00","12.450,00","13.550,00","14.100,00","15.100,00","12.600,00","13.000,00","13.900,00","14.100,00","14.800,00","15.100,00","12.900,00","14.400,00","14.350,00","14.150,00","13.450,00","15.900,00","16.250,00","14.850,00","16.300,00"
16/06/2020,"13.500,00","12.800,00","12.500,00","12.850,00","12.600,00","12.050,00","13.300,00","12.650,00","13.200,00","12.550,00","12.700,00","12.900,00","13.700,00","12.400,00","12.400,00","12.450,00","13.450,00","14.100,00","15.100,00","12.600,00","13.000,00","13.850,00","14.050,00","14.950,00","15.100,00","12.900,00","14.350,00","14.250,00","14.150,00","13.450,00","16.000,00","16.250,00","14.850,00","16.300,00"
23/06/2020,"13.500,00","12.700,00","12.450,00","12.850,00","12.600,00","12.050,00","13.300,00","12.650,00","13.200,00","12.500,00","12.250,00","12.900,00","13.700,00","12.400,00","12.400,00","12.450,00","13.550,00","14.000,00","15.100,00","12.550,00","13.000,00","13.800,00","14.050,00","14.950,00","15.350,00","13.000,00","14.500,00","14.100,00","14.150,00","13.450,00","15.450,00","16.250,00","14.850,00","15.700,00"
30/06/2020,"13.450,00","12.700,00","12.450,00","12.850,00","12.600,00","12.050,00","13.300,00","12.650,00","13.400,00","12.500,00","12.250,00","12.900,00","13.700,00","12.450,00","12.400,00","12.450,00","13.550,00","14.350,00","15.100,00","12.600,00","13.000,00","13.850,00","14.100,00","14.950,00","15.350,00","12.950,00","14.500,00","14.000,00","14.150,00","13.450,00","15.450,00","16.250,00","14.900,00","15.550,00"
07/07/2020,"13.450,00","12.650,00","12.500,00","12.850,00","12.650,00","12.050,00","13.300,00","12.650,00","13.150,00","12.500,00","12.250,00","12.900,00","13.750,00","12.400,00","12.400,00","12.450,00","13.550,00","14.350,00","15.050,00","12.600,00","12.900,00","13.850,00","14.150,00","14.850,00","15.450,00","12.950,00","14.500,00","14.000,00","14.150,00","13.400,00","15.450,00","16.250,00","14.900,00","15.350,00"
14/07/2020,"13.550,00","12.650,00","12.500,00","12.850,00","12.650,00","12.050,00","12.950,00","12.650,00","13.150,00","12.600,00","12.150,00","12.900,00","13.750,00","12.450,00","12.400,00","12.450,00","13.550,00","14.350,00","15.150,00","12.550,00","12.900,00","13.800,00","14.250,00","14.850,00","15.250,00","12.950,00","14.500,00","14.000,00","14.150,00","13.350,00","15.450,00","15.250,00","14.900,00","15.350,00"
21/07/2020,"13.550,00","12.700,00","12.750,00","12.950,00","12.650,00","12.250,00","12.950,00","12.800,00","13.150,00","12.600,00","12.150,00","13.000,00","13.800,00","12.550,00","12.450,00","12.650,00","13.500,00","14.400,00","15.050,00","12.650,00","12.950,00","13.700,00","14.250,00","14.650,00","15.950,00","13.000,00","14.500,00","14.000,00","14.150,00","13.350,00","15.450,00","15.250,00","14.950,00","15.350,00"
28/07/2020,"13.750,00","12.800,00","12.950,00","13.100,00","12.600,00","12.250,00","12.950,00","13.100,00","13.150,00","12.700,00","12.500,00","13.200,00","13.850,00","13.450,00","12.700,00","12.750,00","14.100,00","14.250,00","14.950,00","12.800,00","13.000,00","13.750,00","14.200,00","14.650,00","15.850,00","13.100,00","14.550,00","14.200,00","14.250,00","13.350,00","15.450,00","15.250,00","14.900,00","15.150,00"
04/08/2020,"13.750,00","12.900,00","13.000,00","13.100,00","12.600,00","12.400,00","12.950,00","13.100,00","13.150,00","12.850,00","12.750,00","13.300,00","13.850,00","12.700,00","12.650,00","12.800,00","13.750,00","14.250,00","14.950,00","12.950,00","12.900,00","13.750,00","14.200,00","14.650,00","16.000,00","13.100,00","14.550,00","14.200,00","14.250,00","13.350,00","15.450,00","15.250,00","14.950,00","15.350,00"
11/08/2020,"13.800,00","12.900,00","13.150,00","13.100,00","12.550,00","12.750,00","12.950,00","13.250,00","13.150,00","12.800,00","13.100,00","13.300,00","13.850,00","12.850,00","12.650,00","12.900,00","13.550,00","14.200,00","14.950,00","12.550,00","13.000,00","13.850,00","14.250,00","14.800,00","16.350,00","13.150,00","14.550,00","14.350,00","14.250,00","13.350,00","15.450,00","15.250,00","14.950,00","15.350,00"
18/08/2020,"13.750,00","12.900,00","13.150,00","13.300,00","12.550,00","12.750,00","12.950,00","13.250,00","13.150,00","12.850,00","13.100,00","13.350,00","13.850,00","12.850,00","12.650,00","12.900,00","13.550,00","14.150,00","14.950,00","13.100,00","13.050,00","13.900,00","14.250,00","14.800,00","16.250,00","13.150,00","14.400,00","14.350,00","14.250,00","13.350,00","15.450,00","15.250,00","14.950,00","15.350,00"
25/08/2020,"13.750,00","12.900,00","13.200,00","13.400,00","12.900,00","12.750,00","12.950,00","13.400,00","13.200,00","12.800,00","13.150,00","13.500,00","14.050,00","12.850,00","12.750,00","13.100,00","13.550,00","14.250,00","14.900,00","13.200,00","13.200,00","14.000,00","14.250,00","14.800,00","16.250,00","13.150,00","14.400,00","14.350,00","14.250,00","13.350,00","15.450,00","15.750,00","15.000,00","15.350,00"
01/09/2020,"13.750,00","13.100,00","13.250,00","13.400,00","13.050,00","12.750,00","12.950,00","13.450,00","13.200,00","12.900,00","13.150,00","13.500,00","14.100,00","12.850,00","12.750,00","13.100,00","13.750,00","14.250,00","14.900,00","13.200,00","13.250,00","14.100,00","14.250,00","14.850,00","16.150,00","13.200,00","14.450,00","14.350,00","14.250,00","13.350,00","15.600,00","15.750,00","15.000,00","15.350,00"
08/09/2020,"13.800,00","13.150,00","13.350,00","13.450,00","13.050,00","12.900,00","12.950,00","13.500,00","13.300,00","12.950,00","13.350,00","13.650,00","14.450,00","13.050,00","13.300,00","13.200,00","13.750,00","14.250,00","14.900,00","13.200,00","13.250,00","14.100,00","14.400,00","14.850,00","16.150,00","13.250,00","14.450,00","14.600,00","14.600,00","13.650,00","15.550,00","15.750,00","15.000,00","15.350,00"
15/09/2020,"13.800,00","13.100,00","13.450,00","13.450,00","13.000,00","12.950,00","12.950,00","13.550,00","13.300,00","13.250,00","13.400,00","13.800,00","14.550,00","13.050,00","13.400,00","13.250,00","13.850,00","14.400,00","14.900,00","13.300,00","13.250,00","14.200,00","14.300,00","14.900,00","16.450,00","13.300,00","14.400,00","14.700,00","14.600,00","13.600,00","15.550,00","15.750,00","15.000,00","15.350,00"
22/09/2020,"13.950,00","13.300,00","13.800,00","13.650,00","13.050,00","12.950,00","12.950,00","13.550,00","13.300,00","13.450,00","13.350,00","14.000,00","14.750,00","13.200,00","13.650,00","13.350,00","13.900,00","14.450,00","14.900,00","13.550,00","13.450,00","14.150,00","14.300,00","14.900,00","16.550,00","13.300,00","14.400,00","14.700,00","14.800,00","13.600,00","15.550,00","15.750,00","15.000,00","15.350,00"
29/09/2020,"14.000,00","13.350,00","13.800,00","13.800,00","13.150,00","13.150,00","12.950,00","13.550,00","13.300,00","13.550,00","13.400,00","14.050,00","14.850,00","13.400,00","13.600,00","13.400,00","13.800,00","14.300,00","14.900,00","13.600,00","13.750,00","14.150,00","14.300,00","14.900,00","16.600,00","13.300,00","14.600,00","14.700,00","14.800,00","13.600,00","15.550,00","15.750,00","15.000,00","15.350,00"
06/10/2020,"14.000,00","13.400,00","13.750,00","13.850,00","13.250,00","13.250,00","12.950,00","13.550,00","13.300,00","13.450,00","13.350,00","14.050,00","14.800,00","13.300,00","13.550,00","13.350,00","13.800,00","14.300,00","14.900,00","13.600,00","13.800,00","14.300,00","14.650,00","15.000,00","16.500,00","13.300,00","14.600,00","14.700,00","14.550,00","13.600,00","15.550,00","15.600,00","15.000,00","15.350,00"
13/10/2020,"13.950,00","13.400,00","13.650,00","13.850,00","13.250,00","13.300,00","12.950,00","13.550,00","13.300,00","13.550,00","13.350,00","14.050,00","14.750,00","13.350,00","13.550,00","13.400,00","14.050,00","14.350,00","14.950,00","13.600,00","13.850,00","14.350,00","14.700,00","15.000,00","16.500,00","13.300,00","14.600,00","14.700,00","14.450,00","13.600,00","15.550,00","15.600,00","15.000,00","15.350,00"
20/10/2020,"14.000,00","13.400,00","13.700,00","13.850,00","13.250,00","13.300,00","12.950,00","13.550,00","13.250,00","13.550,00","13.500,00","14.100,00","14.750,00","13.400,00","13.550,00","13.400,00","14.050,00","14.500,00","15.150,00","13.650,00","13.850,00","14.300,00","14.600,00","15.050,00","16.500,00","13.300,00","14.600,00","14.700,00","14.500,00","13.600,00","15.600,00","15.600,00","15.000,00","15.350,00"
27/10/2020,"14.050,00","13.500,00","13.750,00","13.900,00","13.200,00","13.300,00","12.950,00","13.600,00","13.250,00","13.600,00","13.500,00","14.150,00","14.750,00","13.400,00","13.550,00","13.400,00","14.000,00","14.650,00","15.350,00","13.600,00","13.850,00","14.300,00","14.800,00","14.850,00","16.550,00","13.300,00","14.600,00","14.700,00","14.800,00","13.600,00","15.550,00","15.600,00","15.100,00","15.350,00"
03/11/2020,"14.100,00","13.500,00","13.750,00","13.900,00","13.200,00","13.300,00","12.950,00","13.600,00","13.250,00","13.600,00","13.550,00","14.250,00","14.800,00","13.550,00","13.750,00","13.550,00","14.100,00","14.800,00","15.350,00","13.750,00","13.850,00","14.350,00","14.950,00","14.850,00","17.500,00","13.400,00","14.550,00","14.700,00","14.800,00","13.650,00","15.550,00","15.600,00","15.100,00","15.350,00"
10/11/2020,"14.100,00","13.550,00","13.800,00","13.850,00","13.200,00","13.350,00","12.950,00","13.650,00","13.250,00","13.600,00","13.550,00","14.300,00","14.850,00","13.550,00","13.750,00","13.600,00","14.200,00","14.900,00","15.500,00","13.800,00","14.250,00","14.350,00","14.900,00","14.900,00","17.200,00","13.400,00","14.550,00","14.700,00","14.800,00","13.650,00","15.550,00","15.600,00","15.150,00","15.350,00"
17/11/2020,"14.150,00","13.600,00","13.850,00","13.850,00","13.250,00","13.350,00","12.950,00","13.650,00","13.450,00","13.650,00","14.050,00","14.300,00","14.900,00","13.600,00","13.750,00","13.650,00","14.200,00","14.900,00","15.500,00","13.800,00","14.250,00","14.400,00","14.900,00","15.000,00","17.250,00","13.400,00","14.550,00","14.700,00","14.800,00","13.650,00","15.300,00","15.650,00","15.100,00","15.450,00"
24/11/2020,"14.150,00","13.600,00","13.850,00","13.850,00","13.250,00","13.500,00","13.100,00","13.650,00","13.450,00","13.700,00","14.200,00","14.300,00","14.900,00","13.650,00","13.750,00","13.650,00","14.250,00","14.900,00","15.500,00","13.900,00","14.300,00","14.500,00","14.900,00","15.000,00","17.350,00","13.350,00","14.550,00","14.700,00","14.900,00","13.650,00","15.400,00","15.650,00","15.100,00","15.450,00"
01/12/2020,"14.250,00","13.650,00","13.900,00","13.950,00","13.300,00","13.500,00","13.100,00","13.750,00","13.450,00","13.650,00","14.200,00","14.300,00","14.950,00","13.650,00","13.750,00","13.650,00","14.200,00","14.900,00","15.500,00","13.950,00","14.300,00","14.550,00","14.900,00","15.000,00","17.450,00","13.400,00","14.450,00","14.700,00","14.900,00","13.650,00","15.450,00","15.650,00","15.200,00","15.450,00"
08/12/2020,"14.350,00","13.750,00","13.900,00","13.850,00","13.200,00","13.500,00","13.100,00","13.700,00","13.450,00","13.700,00","14.200,00","14.300,00","14.950,00","13.650,00","13.800,00","13.800,00","14.200,00","14.900,00","15.500,00","13.900,00","14.300,00","14.600,00","15.000,00","15.000,00","17.450,00","13.400,00","14.400,00","14.700,00","14.900,00","13.800,00","15.600,00","15.650,00","15.200,00","15.450,00"
15/12/2020,"14.350,00","13.800,00","13.800,00","13.900,00","13.150,00","13.500,00","13.100,00","13.700,00","13.450,00","13.750,00","14.250,00","14.300,00","14.950,00","13.700,00","14.100,00","13.750,00","14.200,00","14.900,00","15.500,00","14.050,00","14.350,00","14.600,00","15.050,00","14.850,00","17.450,00","13.400,00","14.400,00","14.700,00","14.900,00","13.850,00","15.500,00","15.650,00","15.200,00","15.450,00"
22/12/2020,"14.350,00","14.050,00","13.800,00","13.950,00","13.150,00","13.500,00","13.100,00","13.700,00","13.450,00","13.750,00","14.250,00","14.350,00","14.950,00","13.650,00","14.150,00","13.700,00","14.200,00","14.800,00","15.500,00","14.050,00","14.400,00","14.650,00","15.300,00","14.850,00","17.300,00","13.400,00","14.400,00","14.700,00","14.900,00","13.850,00","15.500,00","15.650,00","15.500,00","15.450,00"
29/12/2020,"14.400,00","14.100,00","13.800,00","13.950,00","13.150,00","13.500,00","13.100,00","13.700,00","13.450,00","13.750,00","14.200,00","14.400,00","14.950,00","13.750,00","14.150,00","13.700,00","14.100,00","14.800,00","15.500,00","14.050,00","14.400,00","14.650,00","15.200,00","14.900,00","17.300,00","13.400,00","14.400,00","14.700,00","14.900,00","13.850,00","15.600,00","15.650,00","15.650,00","15.450,00"
05/01/2021,"14.400,00","14.100,00","13.800,00","13.950,00","13.250,00","13.500,00","13.100,00","13.750,00","13.400,00","13.800,00","14.200,00","14.400,00","14.950,00","13.750,00","14.150,00","13.750,00","14.150,00","14.800,00","15.500,00","14.350,00","14.350,00","14.650,00","15.150,00","14.900,00","17.400,00","13.400,00","14.400,00","14.700,00","14.900,00","13.850,00","15.700,00","15.650,00","15.700,00","17.000,00"
12/01/2021,"14.350,00","14.250,00","14.150,00","13.950,00","13.250,00","13.500,00","13.100,00","13.750,00","13.400,00","13.850,00","14.250,00","14.400,00","14.950,00","13.900,00","14.150,00","13.800,00","14.250,00","14.800,00","15.400,00","14.350,00","14.350,00","14.650,00","15.200,00","14.700,00","17.400,00","13.350,00","14.400,00","14.700,00","14.900,00","13.850,00","15.700,00","15.650,00","15.650,00","17.000,00"
19/01/2021,"14.350,00","14.300,00","14.200,00","13.950,00","13.350,00","13.500,00","13.100,00","13.750,00","13.400,00","13.850,00","14.250,00","14.400,00","14.950,00","13.900,00","14.150,00","13.750,00","14.250,00","14.850,00","15.400,00","14.400,00","14.350,00","14.650,00","15.100,00","14.700,00","17.450,00","13.350,00","14.400,00","14.950,00","14.900,00","13.850,00","15.700,00","15.650,00","15.450,00","16.900,00"
26/01/2021,"14.450,00","14.300,00","14.200,00","14.050,00","13.500,00","13.600,00","13.100,00","13.750,00","13.400,00","13.850,00","14.250,00","14.350,00","14.950,00","13.850,00","14.150,00","13.600,00","14.250,00","14.800,00","15.400,00","14.400,00","14.350,00","14.650,00","15.100,00","14.700,00","17.400,00","13.350,00","14.500,00","14.950,00","14.900,00","13.850,00","15.700,00","15.650,00","15.450,00","16.900,00"
02/02/2021,"14.450,00","14.250,00","13.850,00","14.050,00","13.400,00","13.600,00","13.100,00","13.750,00","13.450,00","13.800,00","14.250,00","14.350,00","14.950,00","13.800,00","14.200,00","13.550,00","14.150,00","14.800,00","15.400,00","14.400,00","14.350,00","14.650,00","15.150,00","14.700,00","17.300,00","13.350,00","14.500,00","14.950,00","14.900,00","13.850,00","15.700,00","15.650,00","15.450,00","16.400,00"
09/02/2021,"14.500,00","14.250,00","13.850,00","14.000,00","13.400,00","13.550,00","13.100,00","13.750,00","13.450,00","13.800,00","14.250,00","14.300,00","14.950,00","13.800,00","14.150,00","13.600,00","14.200,00","14.800,00","15.500,00","14.400,00","14.450,00","14.750,00","15.200,00","14.750,00","17.300,00","13.350,00","14.500,00","14.950,00","14.900,00","13.700,00","15.750,00","15.650,00","15.500,00","16.400,00"
16/02/2021,"14.400,00","14.250,00","13.900,00","14.000,00","13.400,00","13.550,00","13.350,00","13.750,00","13.450,00","13.750,00","14.250,00","14.350,00","14.900,00","13.800,00","14.100,00","13.650,00","14.250,00","14.800,00","15.450,00","14.350,00","14.450,00","14.750,00","15.200,00","14.750,00","17.300,00","13.350,00","14.500,00","14.950,00","14.900,00","13.700,00","15.750,00","16.100,00","15.500,00","16.400,00"
